timestamp,product_id,product_name,current_price,base_price,curent_quantity,max_quantity
11:55:30.450906,0,Mydło,24,20,22,00,1,100
11:55:30.450906,1,Powidła,55,00,50,00,1,50
11:55:30.450906,2,Scyzoryk,37,40,34,00,1,130
11:55:30.949597,0,Mydło,26,62,22,00,2,100
11:55:30.949597,1,Powidła,60,50,50,00,2,50
11:55:30.949597,2,Scyzoryk,41,14,34,00,2,130
11:55:31.457900,0,Mydło,29,28,22,00,3,100
11:55:31.457900,1,Powidła,66,55,50,00,3,50
11:55:31.457900,2,Scyzoryk,45,25,34,00,3,130
11:55:31.948236,0,Mydło,32,21,22,00,4,100
11:55:31.948236,1,Powidła,73,21,50,00,4,50
11:55:31.948236,2,Scyzoryk,49,78,34,00,4,130
11:55:32.445177,0,Mydło,35,43,22,00,5,100
11:55:32.445177,1,Powidła,80,53,50,00,5,50
11:55:32.445177,2,Scyzoryk,54,76,34,00,5,130
11:55:32.947054,0,Mydło,38,97,22,00,6,100
11:55:32.947054,1,Powidła,88,58,50,00,6,50
11:55:32.947054,2,Scyzoryk,60,23,34,00,6,130
11:55:33.446244,0,Mydło,42,87,22,00,7,100
11:55:33.446244,1,Powidła,97,44,50,00,7,50
11:55:33.446244,2,Scyzoryk,66,26,34,00,7,130
11:55:33.944280,0,Mydło,44,00,22,00,8,100
11:55:33.944280,1,Powidła,100,00,50,00,8,50
11:55:33.944280,2,Scyzoryk,68,00,34,00,8,130
11:55:34.440356,0,Mydło,44,00,22,00,9,100
11:55:34.440356,1,Powidła,100,00,50,00,9,50
11:55:34.440356,2,Scyzoryk,68,00,34,00,9,130
11:55:34.953154,0,Mydło,44,00,22,00,10,100
11:55:34.953154,1,Powidła,100,00,50,00,10,50
11:55:34.953154,2,Scyzoryk,68,00,34,00,10,130
11:55:35.450096,0,Mydło,44,00,22,00,11,100
11:55:35.450096,1,Powidła,100,00,50,00,11,50
11:55:35.450096,2,Scyzoryk,68,00,34,00,11,130
11:55:35.944140,0,Mydło,44,00,22,00,12,100
11:55:35.944140,1,Powidła,100,00,50,00,12,50
11:55:35.944140,2,Scyzoryk,68,00,34,00,12,130
11:55:36.454101,0,Mydło,44,00,22,00,13,100
11:55:36.454101,1,Powidła,100,00,50,00,13,50
11:55:36.454101,2,Scyzoryk,68,00,34,00,13,130
11:55:36.944958,0,Mydło,44,00,22,00,14,100
11:55:36.944958,1,Powidła,100,00,50,00,14,50
11:55:36.944958,2,Scyzoryk,68,00,34,00,14,130
11:55:37.441281,0,Mydło,44,00,22,00,15,100
11:55:37.441281,1,Powidła,100,00,50,00,15,50
11:55:37.441281,2,Scyzoryk,68,00,34,00,15,130
11:55:37.953555,0,Mydło,44,00,22,00,16,100
11:55:37.953555,1,Powidła,100,00,50,00,16,50
11:55:37.953555,2,Scyzoryk,68,00,34,00,16,130
11:55:38.452033,0,Mydło,44,00,22,00,17,100
11:55:38.452033,1,Powidła,100,00,50,00,17,50
11:55:38.452033,2,Scyzoryk,68,00,34,00,17,130
11:55:38.946081,0,Mydło,44,00,22,00,18,100
11:55:38.946081,1,Powidła,100,00,50,00,18,50
11:55:38.946081,2,Scyzoryk,68,00,34,00,18,130
11:55:39.451068,0,Mydło,44,00,22,00,19,100
11:55:39.451068,1,Powidła,100,00,50,00,19,50
11:55:39.451068,2,Scyzoryk,68,00,34,00,19,130
11:55:39.940228,0,Mydło,44,00,22,00,20,100
11:55:39.940228,1,Powidła,100,00,50,00,20,50
11:55:39.940228,2,Scyzoryk,68,00,34,00,20,130
11:55:40.449979,0,Mydło,44,00,22,00,21,100
11:55:40.449979,1,Powidła,100,00,50,00,21,50
11:55:40.449979,2,Scyzoryk,68,00,34,00,21,130
11:55:40.952035,0,Mydło,44,00,22,00,22,100
11:55:40.952035,1,Powidła,100,00,50,00,22,50
11:55:40.952035,2,Scyzoryk,68,00,34,00,22,130
11:55:41.440159,0,Mydło,44,00,22,00,23,100
11:55:41.440159,1,Powidła,100,00,50,00,23,50
11:55:41.440159,2,Scyzoryk,68,00,34,00,23,130
11:55:41.952323,0,Mydło,44,00,22,00,24,100
11:55:41.952323,1,Powidła,100,00,50,00,24,50
11:55:41.952323,2,Scyzoryk,68,00,34,00,24,130
11:55:42.443913,0,Mydło,44,00,22,00,25,100
11:55:42.443913,1,Powidła,100,00,50,00,25,50
11:55:42.443913,2,Scyzoryk,68,00,34,00,25,130
11:55:42.952121,0,Mydło,44,00,22,00,26,100
11:55:42.952121,1,Powidła,100,00,50,00,26,50
11:55:42.952121,2,Scyzoryk,68,00,34,00,26,130
11:55:43.447118,0,Mydło,44,00,22,00,27,100
11:55:43.447118,1,Powidła,100,00,50,00,27,50
11:55:43.447118,2,Scyzoryk,68,00,34,00,27,130
11:55:43.945868,0,Mydło,44,00,22,00,28,100
11:55:43.945868,1,Powidła,100,00,50,00,28,50
11:55:43.945868,2,Scyzoryk,68,00,34,00,28,130
11:55:44.443257,0,Mydło,44,00,22,00,29,100
11:55:44.443257,1,Powidła,100,00,50,00,29,50
11:55:44.443257,2,Scyzoryk,68,00,34,00,29,130
11:55:44.950410,0,Mydło,44,00,22,00,30,100
11:55:44.950410,1,Powidła,100,00,50,00,30,50
11:55:44.950410,2,Scyzoryk,68,00,34,00,30,130
11:55:45.448268,0,Mydło,44,00,22,00,31,100
11:55:45.448268,1,Powidła,100,00,50,00,31,50
11:55:45.448268,2,Scyzoryk,68,00,34,00,31,130
11:55:45.948801,0,Mydło,44,00,22,00,32,100
11:55:45.948801,1,Powidła,100,00,50,00,32,50
11:55:45.948801,2,Scyzoryk,68,00,34,00,32,130
11:55:46.443778,0,Mydło,44,00,22,00,33,100
11:55:46.443778,1,Powidła,100,00,50,00,33,50
11:55:46.443778,2,Scyzoryk,68,00,34,00,33,130
11:55:46.952209,0,Mydło,44,00,22,00,34,100
11:55:46.952209,1,Powidła,100,00,50,00,34,50
11:55:46.952209,2,Scyzoryk,68,00,34,00,34,130
11:55:47.444258,0,Mydło,44,00,22,00,35,100
11:55:47.444258,1,Powidła,100,00,50,00,35,50
11:55:47.444258,2,Scyzoryk,68,00,34,00,35,130
11:55:47.953080,0,Mydło,44,00,22,00,36,100
11:55:47.953080,1,Powidła,100,00,50,00,36,50
11:55:47.953080,2,Scyzoryk,68,00,34,00,36,130
11:55:48.449534,0,Mydło,44,00,22,00,37,100
11:55:48.449534,1,Powidła,100,00,50,00,37,50
11:55:48.449534,2,Scyzoryk,68,00,34,00,37,130
11:55:48.941016,0,Mydło,44,00,22,00,38,100
11:55:48.941016,1,Powidła,100,00,50,00,38,50
11:55:48.941016,2,Scyzoryk,68,00,34,00,38,130
11:55:49.448137,0,Mydło,44,00,22,00,39,100
11:55:49.448137,1,Powidła,100,00,50,00,39,50
11:55:49.448137,2,Scyzoryk,68,00,34,00,39,130
11:55:49.943055,0,Mydło,44,00,22,00,40,100
11:55:49.943055,1,Powidła,100,00,50,00,40,50
11:55:49.943055,2,Scyzoryk,68,00,34,00,18,130
11:55:50.441804,0,Mydło,44,00,22,00,41,100
11:55:50.441804,1,Powidła,100,00,50,00,41,50
11:55:50.441804,2,Scyzoryk,68,00,34,00,19,130
11:55:50.953043,0,Mydło,44,00,22,00,42,100
11:55:50.953043,1,Powidła,100,00,50,00,42,50
11:55:50.953043,2,Scyzoryk,68,00,34,00,20,130
11:55:51.452076,0,Mydło,44,00,22,00,43,100
11:55:51.452076,1,Powidła,100,00,50,00,43,50
11:55:51.452076,2,Scyzoryk,68,00,34,00,21,130
11:55:51.946273,0,Mydło,44,00,22,00,44,100
11:55:51.946273,1,Powidła,100,00,50,00,44,50
11:55:51.946273,2,Scyzoryk,68,00,34,00,22,130
11:55:52.443194,0,Mydło,44,00,22,00,45,100
11:55:52.443194,1,Powidła,100,00,50,00,45,50
11:55:52.443194,2,Scyzoryk,68,00,34,00,23,130
11:55:52.944650,0,Mydło,44,00,22,00,46,100
11:55:52.944650,1,Powidła,100,00,50,00,46,50
11:55:52.944650,2,Scyzoryk,68,00,34,00,24,130
11:55:53.442070,0,Mydło,44,00,22,00,47,100
11:55:53.442070,1,Powidła,100,00,50,00,47,50
11:55:53.442070,2,Scyzoryk,68,00,34,00,25,130
11:55:53.947785,0,Mydło,44,00,22,00,48,100
11:55:53.947785,1,Powidła,100,00,50,00,48,50
11:55:53.947785,2,Scyzoryk,68,00,34,00,26,130
11:55:54.446794,0,Mydło,44,00,22,00,49,100
11:55:54.446794,1,Powidła,100,00,50,00,49,50
11:55:54.446794,2,Scyzoryk,68,00,34,00,27,130
11:55:54.944190,0,Mydło,44,00,22,00,50,100
11:55:54.944190,1,Powidła,90,00,50,00,50,50
11:55:54.944190,2,Scyzoryk,68,00,34,00,28,130
11:55:55.453686,0,Mydło,44,00,22,00,51,100
11:55:55.453686,1,Powidła,81,00,50,00,50,50
11:55:55.453686,2,Scyzoryk,68,00,34,00,29,130
11:55:55.948330,0,Mydło,44,00,22,00,52,100
11:55:55.948330,1,Powidła,72,90,50,00,50,50
11:55:55.948330,2,Scyzoryk,68,00,34,00,30,130
11:55:56.447801,0,Mydło,44,00,22,00,53,100
11:55:56.447801,1,Powidła,65,61,50,00,50,50
11:55:56.447801,2,Scyzoryk,68,00,34,00,31,130
11:55:56.944798,0,Mydło,44,00,22,00,54,100
11:55:56.944798,1,Powidła,59,05,50,00,50,50
11:55:56.944798,2,Scyzoryk,68,00,34,00,32,130
11:55:57.442201,0,Mydło,44,00,22,00,55,100
11:55:57.442201,1,Powidła,53,14,50,00,50,50
11:55:57.442201,2,Scyzoryk,68,00,34,00,33,130
11:55:57.953988,0,Mydło,44,00,22,00,56,100
11:55:57.953988,1,Powidła,47,83,50,00,50,50
11:55:57.953988,2,Scyzoryk,68,00,34,00,34,130
11:55:58.445178,0,Mydło,44,00,22,00,57,100
11:55:58.445178,1,Powidła,43,05,50,00,50,50
11:55:58.445178,2,Scyzoryk,68,00,34,00,35,130
11:55:58.944100,0,Mydło,44,00,22,00,58,100
11:55:58.944100,1,Powidła,38,74,50,00,50,50
11:55:58.944100,2,Scyzoryk,68,00,34,00,36,130
11:55:59.443372,0,Mydło,44,00,22,00,59,100
11:55:59.443372,1,Powidła,34,87,50,00,50,50
11:55:59.443372,2,Scyzoryk,68,00,34,00,37,130
11:55:59.950377,0,Mydło,44,00,22,00,60,100
11:55:59.950377,1,Powidła,31,38,50,00,50,50
11:55:59.950377,2,Scyzoryk,68,00,34,00,38,130
11:56:00.441753,0,Mydło,44,00,22,00,61,100
11:56:00.441753,1,Powidła,28,24,50,00,50,50
11:56:00.441753,2,Scyzoryk,68,00,34,00,39,130
11:56:00.948091,0,Mydło,44,00,22,00,62,100
11:56:00.948091,1,Powidła,25,42,50,00,50,50
11:56:00.948091,2,Scyzoryk,68,00,34,00,40,130
11:56:01.444519,0,Mydło,44,00,22,00,63,100
11:56:01.444519,1,Powidła,25,00,50,00,50,50
11:56:01.444519,2,Scyzoryk,68,00,34,00,10,130
11:56:01.940296,0,Mydło,44,00,22,00,64,100
11:56:01.940296,1,Powidła,25,00,50,00,50,50
11:56:01.940296,2,Scyzoryk,68,00,34,00,11,130
11:56:02.448252,0,Mydło,44,00,22,00,65,100
11:56:02.448252,1,Powidła,25,00,50,00,50,50
11:56:02.448252,2,Scyzoryk,68,00,34,00,12,130
11:56:02.944151,0,Mydło,44,00,22,00,66,100
11:56:02.944151,1,Powidła,27,50,50,00,18,50
11:56:02.944151,2,Scyzoryk,68,00,34,00,13,130
11:56:03.453208,0,Mydło,44,00,22,00,67,100
11:56:03.453208,1,Powidła,30,25,50,00,19,50
11:56:03.453208,2,Scyzoryk,68,00,34,00,14,130
11:56:03.950904,0,Mydło,44,00,22,00,68,100
11:56:03.950904,1,Powidła,33,28,50,00,20,50
11:56:03.950904,2,Scyzoryk,68,00,34,00,15,130
11:56:04.441903,0,Mydło,44,00,22,00,69,100
